"player_name","overall_rating","gk_rating","No_of_Presences","No_of_leagues"
"Seth De Witte",72,53,91,1
"Sven van der Jeugt",59,295,16,1
"Lee Miller",63,46,49,1
"Yoni Buyens",70,52,103,1
"Marko Muslin",61,42,17,1
"Danny Buijs",61,49,45,2
"Rafael",80,62,111,2
"Euzebiusz Smolarek",66,65,9,3
"Martin Amedick",63,42,34,1
"Oliver Fink",68,56,21,1
"Vincent Kompany",85,38,204,1
"Sotirios Kyrgiakos",71,52,33,2
"Szabolcs Huszti",73,59,71,1
"Ismael Bouzid",62,51,53,1
"Roberto Damian Colautti",72,131,21,1
"Lukasz Gargula",66,44,36,1
"Arkadiusz Glowacki",69,51,64,1
"Geovanni",73,53,47,1
"Gary Miller",63,57,52,1
"Philip Haglund",66,47,11,1
"Goran Popov",66,47,40,2
"Ivan Trickovski",68,42,10,2
"Paulo Machado",72,41,97,1
"Piotr Trochowski",75,55,106,2
"Dean Shiels",60,60,33,1
"Charlie Adam",75,36,136,2
"Jonas",83,43,125,2
"Dusan Djuric",65,51,91,2
"Ola Toivonen",73,49,158,3
"Marcus Berg",78,51,49,2
"Henok Goitom",73,57,34,1
"Alesandro Cordaro",69,53,89,1
"Baptiste Ulens",64,61,11,1
"Cedric Berthelin",61,301,28,1
"Dimitrios Eleftheropoulos",71,352,1,1
"Andrea Consigli",80,398,208,1
"Jose Espinal",57,36,1,1
"Medina Fabiano",69,46,55,1
"Adriano Ferreira Pinto",67,45,45,1
"Moris Carrozzieri",68,53,23,1
"Massimo Donati",69,45,102,2
"Alessio Manzoni",62,54,1,1
"Fernando Damian Tissone",75,54,114,2
"Adriano Pereira da Silva",67,56,54,1
"Luca Ariatti",62,54,33,1
"Gianpaolo Bellini",69,68,107,1
"Davide Bombardini",65,49,23,1
"Alex Calderoni",64,310,7,1
"Simone Loria",72,42,15,1
"Giulio Migliaccio",71,54,138,1
"Claudio Rivalta",65,49,5,1
"Jose Leonardo Talamonti",66,45,40,1
"Nicola Ventola",62,42,2,1
"Lasse Schoene",75,64,144,1
"Michael Krohn-Dehli",79,60,103,1
"Claudio Pani",61,43,1,1
"Davide Biondini",70,54,184,1
"Andy Webster",59,55,87,1
"Rickie Lambert",75,62,78,1
"Cristiano Del Grosso",70,65,138,1
"Simone Pepe",76,36,97,1
"Gabriel Penalba",74,46,2,1
"Giuseppe Colucci",64,46,50,1
"Mark Edusei",62,61,37,1
"Mariano Julio Izco",74,52,155,1
"Takayuki Morimoto",71,49,43,1
"Fausto Rossini",64,108,4,1
"Gennaro Sardo",66,52,107,1
"Lorenzo Stovini",67,50,24,1
"Giovanni Marchese",74,57,105,1
"Michele Marcolini",71,41,56,1
"Davide Bassi",70,345,8,1
"Denilson",72,57,60,1
"Francesco Marianini",64,47,5,1
"Lino Marzoratti",66,44,17,1
"Gianluca Musacci",64,34,10,1
"Alberto Pelagotti",67,334,5,1
"Rincon",75,52,21,1
"Dario Dainelli",74,55,184,1
"Luis Jimenez",79,51,45,2
"Adrian Mutu",75,50,88,2
"Matthias Lepiller",65,47,17,1
"Cristiano Lupatelli",68,335,4,1
"Alessandro Potenza",68,47,50,1
"Matteo Sereni",73,358,24,1
"Roberto Baronio",74,156,10,1
"Kari Arnason",68,57,30,1
"Modibo Diakite",75,52,81,3
"Pasquale Foggia",74,73,21,1
"Christian Daniel Ledesma",75,35,163,1
"Stefan Gislason",65,60,34,1
"Stephen Ayodele Makinwa",71,60,6,1
"Veigar Pall Gunnarsson",65,46,1,1
"Massimo Mutarelli",68,60,18,1
"Aleandro Rosi",70,47,115,1
"Mancini",72,41,12,1
"Tomas Danilevicius",63,52,6,1
"Doni",74,366,52,2
"Emanuele Manitta",72,358,2,1
"Giovanni Pasquale",69,56,98,1
"Edison Mendez",70,53,8,1
"Luca Vigiani,22",72,149,18,1
"Antonio Nocerino",72,47,168,2
"Matteo Brighi",70,51,123,1
"Roy Beerens",73,59,164,2
"Daniele De Vezze",67,41,5,1
"Csaba Feher",67,59,46,1
"Antonio Ghomsi",64,55,76,1
"Luigi Lavecchia",68,121,3,1
"Salvatore Masiello",63,37,57,1
"Houssine Kharja",69,46,61,1
"Fabrizio Grillo",65,64,1,1
"Rok Straus",60,48,8,1
"Julio Sergio",71,348,53,1
"Max Tonetto",74,148,10,1
"Mariano Andujar",74,362,153,1
"Cesare Bovo",75,50,142,1
"Carlo Zotti",59,296,25,1
"Mattia Cassani",72,51,170,1
"Paolo Hernan Dellafiore",68,59,47,1
"Alberto Fontana",77,384,2,1
"Roberto Guana",69,58,90,1
"Gianni Munari",67,57,67,1
"Francesco Parravicini",63,40,5,1
"Davide Di Gennaro",70,54,12,1
"Vangelis Moras",74,61,156,1
"Bruno Cirillo",65,49,23,1
"Christian Brocchi",73,47,78,1
"Marco Borriello",74,42,113,1
"Panagiotis Kone",75,52,100,1
"Sokratis Papastathopoulos",83,36,162,2
"Vasilios Pliatsikas",66,61,5,1
"Alessandro Bernardini",69,47,13,1
"Robert Acquafresca",68,59,102,2
"Stefano Sorrentino",77,377,211,1
"Tijani Belaid",64,54,1,1
"Antonio Bocchetti",67,52,23,1
"Perparim Hetemaj",75,47,134,1
"Igor Budan",71,41,25,1
"Paolo Castellini",65,50,39,1
"Maurizio Ciaramitaro",64,53,8,1
"Zlatko Dedic",67,65,15,1
"Andrea Gasbarroni",65,47,7,1
"Vitali Kutuzov",69,49,22,1
"Daniel Tozser",71,56,73,2
"Fabio Ceravolo",69,54,14,1
"Salvatore Aronica",66,32,101,1
"Andrea Campagnolo",67,329,27,1
"Ricardo Esteves",67,36,2,1
"Luca Tognozzi",64,57,4,1
"Gennaro Delvecchio",64,61,47,1
"Daniele Franceschini",73,147,29,1
"Christian Maggio",75,43,188,1
"Ruben Olivera",67,52,48,1
"Andrea Parola",63,36,18,1
"Mirko Pieri",63,39,51,1
"Fabio Quagliarella",78,26,149,1
"Christian Terlizzi",66,48,57,1
"Luca Antonini",69,46,86,1
"Ignazio Abate",77,17,173,1
"Daniele Corvia",70,51,18,1
"Francesco Cozza",74,149,16,1
"Mario Frick",66,47,51,2
"Abdoulay Konko",75,62,128,2
"Vedran Runje",70,353,60,1
"Alex Manninger",72,343,56,2
"Nicola Pavarini",66,327,16,1
"Leandro Rinaudo",65,56,43,1
"Olivier Renard",66,332,60,1
"Karel Geraerts",67,63,111,1
"Mohamed Sarr",65,50,15,1
"Stipe Pletikosa",73,368,2,1
"Axel Witsel",81,36,63,2
"Frederic Dupre",64,142,12,1
"Federico Marchetti",79,386,200,1
"Martin Lejsal",66,324,10,1
"Marouane Fellaini",78,54,172,1
"Gianluca Comotto",68,53,74,1
"Diego De Ascentis,23",72,143,22,1
"Mustapha Oussalah",66,53,79,1
"Nuno Andre Coelho",72,56,40,1
"Steven Defour",78,53,103,2
"Haouliais Axel Cedric Konan",62,49,15,2
"Erjon Bogdani",70,43,53,1
"Andrea Coda",70,52,101,1
"Gaetano D'Agostino",66,50,90,1
"Igor Djuric",53,53,4,1
"Schumacher",64,52,6,1
"Manuel da Costa",74,48,39,3
"Robert Malcolm",63,140,9,1
"Derek Riordan",59,58,65,1
"Sasa Papac",71,50,105,1
"Filip Sebo",65,124,6,1
"Michele Ferri",66,30,15,1
"Paolo Bianco",68,57,56,1
"David Baiocco",66,50,11,1
"Fabio Caserta",67,49,42,1
"Cesar",62,45,3,1
"Giuseppe Mascara",66,67,91,1
"Nery Castillo",68,59,4,1
"Ciro Polito",64,317,4,1
"Cristian Silvestri",68,136,11,1
"Juan Vargas",76,50,135,2
"Davide Mandelli",71,45,43,1
"Davide Moro",65,57,23,1
"Bogdan Lobont",70,355,17,1
"Guglielmo Stendardo",74,40,141,1
"Luciano Zauri",65,55,73,1
"Sebastiano Siviglia",73,107,31,1
"Dario Knezevic",68,57,27,1
"Ivica Iliev",62,48,16,1
"Haruna Babangida",63,54,6,2
"Antonio Barilla",66,50,17,1
"Alberto Maria Fontana",66,321,11,1
"Andrea Ardito",71,136,7,1
"Elvis Abbruscato",70,55,19,1
"Alexandre D'Acol",64,47,3,1
"Roberto Stellone",64,64,10,1
"Alessandro Budel",67,51,1,1
"Alessandro Agostini",65,54,173,1
"Tommaso Berni",63,316,5,1
"Leon Benko",65,45,9,1
"Lucio",76,44,121,2
"Mehmet Topal",78,60,32,1
"Arda Turan",83,52,107,1
"Hasan Kabze",69,63,16,1
"Timo Rost",73,138,21,1
"Tomasz Bandrowski",64,47,3,1
"Zoltan Szelesi",65,57,9,1
"Sergiu Marian Radu",64,52,11,1
"Kevin McKenna",68,47,41,1
"Nico Herzig,19",65,66,17,1
"Sergio Pinto",67,72,131,2
"Marius Ebbers",67,49,21,1
"Jan Schlaudraff",73,45,81,1
"Andreas Beck",75,68,208,1
"Bernd Nehrig",68,59,24,1
"Daniel Imhof",65,44,67,2
"Dennis Grote",64,47,11,1
"Filip Trojan",66,41,3,1
"Ivo Ilicevic",74,59,79,1
"Joris van Hout",62,40,16,1
"Xavi Hernandez",86,46,163,1
"Jimmy Hempte",62,51,76,2
"Benjamin Delacourt",63,53,22,1
"Adnan Custovic",66,58,30,1
"Daan van Gijseghem",67,49,36,1
"Mark Volders",64,316,2,1
"Marcel Maltritz",68,57,47,1
"Philipp Boenig",67,56,19,1
"Tommy Bechmann",68,57,10,1
"Zvjezdan Misimovic",78,50,60,1
"Lance Davids",62,52,19,1
"Denni Avdic",66,58,35,2
"Fernando",72,53,82,2
"Wendel",69,56,73,1
"Paul Baysse",75,59,115,1
"Gerald Cid,18",70,130,16,1
"Gabriel Obertan",69,56,42,2
"Larsen Toure",64,40,42,1
"Peter Franquart",64,46,51,2
"Alou Diarra",74,58,132,2
"Kim Kaellstroem",75,53,142,3
"Jeremy Berthod",67,49,41,1
"Patrick Mueller",71,136,6,1
"Yacine Hima",62,68,27,2
"Loic Remy",80,60,162,2
"Gregory Coupet",75,376,32,2
"Jeremy Toulalan",82,45,198,2
"Peguy Luyindula",67,50,43,1
"Benoit Pedretti",70,58,133,1
"Daniel Niculae",68,62,80,1
"Frederic Thomas",66,71,39,1
"Jean-Pascal Mignot",72,57,103,1
"Jean-Sebastien Jaures",67,45,16,1
"Kevin Lejeune",67,60,44,1
"Michael Ciani",76,52,151,3
"Hassan Yebda",71,58,56,4
"Abdoulaye Faye",67,55,78,1
"Benoit Assou-Ekotto",75,65,144,2
"Jonathan Martins-Pereira",71,57,48,1
"Nenad Kovacevic",63,62,36,1
"Razak Boukari",64,65,55,1
"Marco Ramos",62,44,28,1
"Adil Hermach",71,56,63,1
"Gregory Vignal",64,118,6,1
"Sebastien Chabbert",64,312,2,1
"Mohamed Diame",74,58,151,1
"Milan Bisevac",77,64,187,2
"Lesly Malouda",59,63,2,1
"Kevin Monnet-Paquet",74,47,169,1
"Renato Civelli",76,59,158,1
"Fabrice Begeorgi",64,64,5,1
"Ronald Zubar",67,49,96,2
"Leyti N'Diaye",66,60,10,1
"Garry Bocaly",70,58,77,1
"Modeste M'Bami",65,56,64,2
"Olivier Occean",69,57,10,1
"Robert Koren",68,50,43,1
"Mathieu Valbuena",80,48,180,1
"Knut Olav Rindaroey",67,59,3,1
"Toni Kallio",69,54,2,1
"Per Nilsson",70,58,81,1
"Rune Almenning Jarstein",76,379,30,1
"Alexander Tettey",75,119,103,2
"Daniel Omoya Braaten",69,55,84,1
"Per Ciljan Skjelbred",77,44,104,1
"Zatyiah Knight",65,61,102,1
"Paul McShane",70,59,71,1
"John Stewart",61,116,1,1
"Chris Humphrey",61,54,87,1
"Guilherme Siqueira",78,46,123,2
"Enzo Perez",79,55,83,2
"Rob Wielaert",61,48,74,1
"Przemyslaw Kazmierczak",66,60,21,2
"Theo Lucius",64,47,8,1
"Dorvalino Alves Maciel Lino",70,56,3,1
"Pablo Osvaldo",77,32,113,4
"Chinedu Obasi",71,48,65,1
"Pedro Correia",65,59,10,1
"Miguelito",67,49,36,1
"Joao Coimbra",64,41,5,1
"Miguel Fernandes Vieira Hugo",70,53,58,1
"Mario Felgueiras",68,337,7,1
"Silvestre Varela",76,58,107,3
"Yannick Djalo",70,68,37,2
"Tinga",71,57,24,1
"Vieirinha",80,61,82,1
"Fernandinho",80,48,84,1
"Brandao",69,44,125,1
"Elano",74,48,18,1
"Ciprian Marica",69,50,69,2
"Razvan Rat",75,58,26,2
"Birkir Bjarnason",71,50,44,3
"Arni Gautur Arason",68,329,1,1
"Christian Grindheim",69,50,54,1
"Alexander Mathisen",62,56,4,1
"Petter Andersson",70,57,36,1
"Sergei Kornilenko",68,53,3,1
"McDonald Mariga",71,54,36,2
"Viktor Elm",70,56,136,1
"Ari",78,386,3,1
"Shpetim Hasani",63,45,7,1
"Helgi Valur Danielsson",67,56,9,1
"Emir Bajrami",70,67,21,1
"Andreas Johansson",73,58,6,1
"Patrik Ingelsten",63,47,5,1
"Adrian Gonzalez",73,46,122,1
"Herve Kage",69,62,34,1
"Sven Kums",78,60,145,2
"Daniel Larsson",72,56,38,1
"Gerard Lifondja",58,104,4,1
"Behrang Safari",72,48,153,2
"Jeremy Pied",74,51,95,1
"Matthieu Chalme",66,49,101,1
"Nicolas Plestan",71,38,25,2
"Craig Cathcart",72,48,61,1
"Kevin Olimpa",63,316,4,1
"Pape Modou Sougou",70,48,74,2
"David Vaughan",68,41,59,1
"Danny Guthrie",70,57,63,1
"Adam Hammill",65,35,10,1
"Charles Mulgrew",67,53,166,1
"Andy Griffin",63,38,16,1
"Lee Camp",70,351,1,1
"Scott Flinders",61,294,6,1
"Joan Capdevila",69,53,114,3
"Daniel Kome",66,44,14,1
"Bosko Jankovic",73,55,88,1
"John Ruddy",75,374,139,2
"Konstantinos Katsouranis",72,42,1,1
"Rui Patricio",81,406,180,1
"Ronny",72,65,27,2
"Miguel Garcia",69,47,18,1
"Polga",76,49,43,1
"Miguel Veloso",79,55,52,2
"Nelson",70,350,1,1
"Gabriel Paletta",77,55,144,1
"Patrick Boyle",61,40,20,1
"Jan Blazek",64,46,1,1
"Luis Suarez",90,153,214,3
"Antonio Adan",77,392,58,2
"Ben Turner",70,61,30,1
"Francesco Bolzoni",71,58,33,1
"Julien Faussurier",68,50,61,1
"Anthony Mounier",76,58,185,2
"Moises Moura",72,47,23,1
"Rochdi Achenteh",67,52,102,1
"Pedro Mosquera",78,57,80,1
"Francisco Casilla",80,406,111,1
"Lluis Sastre",67,63,23,1
"Jean Calve",66,49,55,1
"Ibrahima Sory Camara",62,44,23,2
"Jerry Vandam",65,39,39,2
"Antonio Geder",70,134,27,1
"Paulo Andre",72,52,15,1
"Ludovic Baal",76,65,77,1
"Mathieu Coutadeur",68,38,89,1
"Jonathan Biabiany",77,36,128,1
"Cyriaque Louvion",67,39,21,1
"Sandy Paillot",65,43,33,1
"Ryan Shawcross",80,57,250,1
"Damien Plessis",64,53,16,3
"Yohan Hautcoeur,17",64,42,15,1
"Cheick Diabate",77,38,78,1
"Fabien Audard",69,343,169,1
"Fernando Cavenaghi",74,44,41,2
"Lionel Cappone",68,345,21,1
"Remy Riou",77,390,102,1
"Benjamin Genton",61,49,19,1
"Aaron Niguez",70,61,27,2
"Carl Medjani",71,61,81,2
"Guillaume Moullec",61,44,18,1
"Fabrice Abriel",64,35,113,1
"Oscar Ewolo",70,53,54,1
"Ulrich Le-Pen",67,136,3,1
"Christophe Jallet",78,42,185,1
"Yazid Mansouri,30",69,139,32,1
"Martin Stranzl",80,40,113,1
"Jeremy Morel",75,53,218,1
"Roman Pavlyuchenko",71,58,45,1
"Junior Santos Mozart",71,143,20,1
"Gael Danic",68,51,177,1
"Frederic Nimani",66,54,16,1
"Tarmo Kink",65,54,1,1
"Yannick Rymenants",56,49,8,1
"Natxo Insa",69,64,14,1
"Jo",79,46,24,1
"Vagner Love",77,59,8,1
"Yuri Zhirkov",77,43,16,1
"Banel Nicolita",68,51,30,1
"Carlos",70,343,17,1
"Daniel Oprita",57,43,8,1
"Dorin Goian",68,62,55,2
"Mihai Mircea Nesu",69,47,49,1
"Nikolai Mihaylov",65,328,82,1
"Stanislav Angelov",69,44,15,1
"Adrien Silva",80,46,119,1
"Hugo Gomes",62,51,12,1
"Tiago",72,360,2,1
"Abel",73,42,20,1
"Carlos Saleiro",65,50,11,2
"Daniel Carrico",80,66,108,3
"Joao Martins",67,59,9,1
"Nani",82,40,118,2
"Marco Matias",77,55,51,1
"Liedson",74,48,33,1
"Tiago Pinto",73,58,62,2
"Ukra",73,56,106,1
"Andre Castro",73,56,52,2
"Daniel Candeias",70,53,65,2
"Helder Postiga",74,61,102,2
"Hugo Ventura",71,352,77,1
"Joao Paulo Andrade",74,67,40,2
"Anderson",73,56,57,2
"Ibson",70,30,2,1
"Helton",78,385,118,1
"Lucho Gonzalez",77,50,126,2
"Pedro Emanuel",75,123,1,1
"Rui Pedro",72,51,30,1
"Ivanildo",70,62,60,1
"Diogo Valente",66,48,48,1
"Manu",69,38,11,1
"Marcelo Moretto",68,331,6,1
"Owain Fon Williams",62,302,24,1
"Johannes van den Bergh",70,54,64,1
"Nadir Belhadj",75,152,37,1
"David Gigliotti",58,54,6,1
"Wolfgang Hesl",72,354,17,1
"Everton",70,47,110,1
"Davy de Fauw",69,63,113,2
"Moussa Dembele",80,71,177,2
"Nivaldo",67,52,37,2
"David Hellebuyck",70,43,69,1
"Juan",76,55,86,1
"Faton Toski",62,66,8,1
"Kaka",81,19,107,2
"Samir Ujkani",71,352,36,1
"Ryan Conroy",62,69,17,1
"Stephen Pearson",64,52,37,1
"Stephen McManus",66,53,124,1
"Shaun Maloney",73,52,76,2
"Scott Cuthbert",69,5,13,1
"Rocco Quinn",61,48,50,1
"Nicholas Riley",63,53,17,1
"Michael McGovern",66,331,66,1
"Mark Wilson",60,52,61,1
"Lee Naylor",61,47,22,1
"Gary Caldwell",69,41,138,2
"Craig Beattie",62,40,5,2
"Bruno Ecuele Manga",75,57,114,1
"Goran Obradovic",67,53,79,1
"Ron-Robert Zieler",80,387,185,1
"Benoit Tremoulinas",81,52,202,2
"Abdou Traore",70,57,57,1
"Stephane Ruffier",83,410,270,1
"Thomas Mangani",73,62,98,2
"Malaury Martin",69,48,10,1
"Sebastien Grax",63,56,4,1
"Olivier Veigneau",72,51,48,1
"David Sauget",66,36,122,1
"Tosin Dosunmu",64,44,8,1
"Adriano",67,58,9,1
"Gilles Yapi",74,50,110,1
"Mamadou Bagayoko",71,37,42,1
"David Bellion",61,49,40,1
"Onyekachi Apam",73,51,67,1
"Cedric Kante",70,44,74,1
"Drissa Diakite",73,71,140,1
"Souleymane Camara",70,57,147,1
"Ismael Gace",67,57,30,1
"Alex Pinardi",67,51,6,1
"Cedric Faure",65,54,25,2
"Esteban Granero",77,58,109,2
"Giovani dos Santos",79,38,77,2
"Loosemy Karaboue",68,56,87,1
"Rens van Eijden",70,49,132,1
"Dirk Marcellis",72,59,141,1
"Marc Valiente",74,53,56,1
"Filipe Luis",82,49,209,2
"Alberto Bueno",76,51,74,1
"Marcus Pedersen",69,49,9,1
"Albert Baning",64,132,8,1
"Clement Chantome",74,58,123,1
"David Ngog",69,64,75,2
"Christophe Landrin",66,51,41,1
"Franck Dja Djedje",67,49,51,1
"Stephane Pichot",64,133,18,1
"Ahmed Kantari",69,47,95,1
"Christophe Revault",66,331,26,1
"Romain Danze",75,47,202,1
"Sylvain Marveaux",75,49,77,2
"Jires Kembo-Ekoko",75,45,51,1
"Cedric Barbosa",70,58,76,1
"Florent Chaigneau",66,343,14,1
"Laszlo Sepsi",69,49,13,1
"Mustapha Bayal Sall",78,64,134,1
"Fredy Guarin",80,66,107,2
"David Ducourtioux",68,44,178,1
"Romain Sartre",63,42,12,1
"Steven Thicot",66,50,36,2
"Morgan Amalfitano",74,48,191,2
"Jerome Le Moigne",68,54,56,1
"Nicolas Maurice-Belay",74,59,192,1
"Gregory Pujol",68,58,124,1
"Marcello Castellini",69,104,8,1
"Francesco Antonioli",74,362,81,1
"Pavel Pogrebnyak",67,66,83,2
"Juanlu",66,44,49,1
"Toche",70,56,9,1
"Alessio Cerci",77,51,115,1
"Graziano Pelle",77,63,133,3
"Juho Maekelae",61,47,1,1
"Angel Rodriguez",72,52,9,1
"David Barral",74,52,129,1
"Santi Kolk",67,58,39,1
"Nicolas Penneteau",72,369,228,2
"Maxence Flachez",65,107,19,1
"Yacine Bezzaz",58,57,1,1
"Nicolas Amodio",63,47,3,1
"Eric Hassli",66,54,21,1
"Mariano Bogliacino",73,57,31,1
"Willy Grondin",57,288,1,1
"Eric Chelle",64,58,44,1
"Rudy Mater",71,67,149,1
"Maurizio Domizzi",73,45,152,1
"Mody Traore",63,49,8,1
"Matteo Gianello",69,350,5,1
"Andrea Cossu",74,20,167,1
"Weldon",67,54,2,1
"Joao Inacio Pia",62,46,8,1
"Leandro Greco",72,45,79,1
"Mounir Obbadi",74,45,84,2
"Francesco Montervino",71,138,6,1
"Olivier Thomas",64,137,2,1
"Mirko Savini",72,56,1,1
"Maxime Josse",64,54,9,1
"Pape Habib Sow",67,54,26,1
"Luigi Vitale",67,57,32,1
"Filippo Antonelli",65,61,1,1
"Benjamin Psaume",61,48,2,1
"Henri Bedimo",76,60,175,1
"Julien Cardy",64,54,4,1
"Thibault Giresse",73,56,69,1
"Etienne Capoue",77,60,199,2
"Andrea Luci",70,48,21,1
"Giuseppe De Feudis",65,42,19,1
"Daniele Ficagna",63,54,20,1
"Maurizio Lauro",64,53,29,1
"Papa Waigo N'Diaye",66,40,3,1
"Rocco Sabato",61,51,6,1
"Marco Rigoni",68,49,36,1
"Ahmed Apimah Barusso",63,32,1,1
"Andrea Lazzari",72,45,118,1
"Nicola Ravaglia",65,321,2,1
"Alessandro Matri",77,21,140,1
"Nicola Legrottaglie",70,53,109,1
"Raffaele Palladino",72,66,67,1
"Orlando Urbano",62,60,17,1
"Hemza Mihoubi",60,51,19,1
"Alessandro Ciarrocchi",60,45,36,1
"Giuseppe Vives",74,52,143,1
"Radja Nainggolan",83,55,190,1
"Francesco Bega",67,51,6,1
"Jose Ignacio Castillo",67,44,31,1
"Massimo Zenildo Zappino",66,326,3,1
"Andre Bahia",68,51,56,1
"Maarten Martens",73,51,91,2
"Francisco Pavon",68,56,25,2
"Alvaro Mejia",67,60,7,1
"Diego Lopez",79,388,219,2
"Javi Garcia",80,58,84,3
"Juan Mata",83,46,226,2
"Miguel Nieto",64,50,5,1
"Miguel Torres",74,54,128,1
"Alessandro Diamanti",75,56,111,2
"Gabriele Perico",69,15,63,1
"Riccardo Colombo",65,41,11,1
"Achille Coser",61,300,2,1
"Nicola Madonna",65,50,1,1
"Federico Peluso",73,28,126,1
"Gleison Pinto Santos",70,126,17,1
"Emanuele D'Anna",68,136,1,1
"Saidu Alade Adeshina",59,57,5,1
"Walter Bressan",69,341,1,1
"Daniele Capelli",71,37,49,1
"Daniele Croce",74,51,53,1
"Antonio Floro Flores",72,46,135,2
"Ludovic Magnin",65,40,73,2
"Jonathan Vila",70,52,10,1
"Marquitos",63,58,11,2
"Andrew Barrowman",62,51,18,1
"Tim Janssen",64,63,3,1
"Nicolas Beney",51,251,4,1
"Sandro Burki",59,51,95,1
"Djamel Mesbah",71,45,70,1
"Mark Fotheringham",59,54,11,1
"Patrick Bengondo",59,116,20,1
"David Degen",64,51,102,1
"Yann Sommer",82,411,205,2
"Patrik Baumann",61,39,8,1
"Simone Grippo",57,50,58,1
"Felipe Caicedo",78,45,79,3
"Francelino Matuzalem",73,48,82,1
"George Mourad",60,55,3,2
"Gilberto Martinez Vidal,27",66,47,12,1
"Marco Zambelli",68,60,20,1
"Michele Arcari,22",63,312,7,1
"Gaetano Berardi",70,60,26,1
"Simone Dallamano",65,56,3,1
"Sebastian De Maio",76,34,65,1
"Marek Hamsik",82,46,244,1
"Abderrazak Jadid",63,59,27,2
"Daniele Mannini",66,50,72,1
"Victor Mareco",64,56,3,1
"Savio Nsereko",65,58,1,1
"Davide Possanzini",69,55,3,1
"Fabiano Santacroce",67,54,58,1
"Marius Stankevicius",72,57,70,3
"Fabrizio Zambrella",63,52,44,1
"Davide Zoboli",65,51,7,1
"Emiliano Viviano",80,402,146,1
"Mirko Valdifiori",76,49,39,1
"Francesco Lodi",73,49,136,1
"Gianluca Galasso",65,59,2,1
"Eduardo",73,55,13,1
"Weligton",78,49,194,1
"Fabio Coltorti",71,354,45,2
"Kay Voser",69,45,86,1
"Hannu Tihinen",75,116,33,1
"Alhassane Keita",62,46,13,2
"David Da Costa",64,312,151,1
"Heinz Barmettler",68,60,38,2
"Shkelzen Gashi",74,49,85,1
"Christian Pouga",67,49,19,2
"Alessandro Parisi",68,59,37,1
"Francesco Renzetti",72,44,14,1
"Adailton",73,141,34,1
"Manuel Coppola",65,48,14,1
"Ivan Juric",76,140,39,1
"Omar Milanetto",72,48,71,1
"Marco Rossi",73,40,105,1
"Alessio Scarpi",70,348,8,1
"Cristian Stellini",65,131,3,1
"Antonio Balzano",71,57,43,1
"Gabriele Aldegani",61,302,1,1
"Nicola Belmonte",69,51,46,1
"Davide Carrus",63,140,2,1
"Alessandro Gazzi",74,48,152,1
"Jean-Francois Gillet",73,360,170,2
"Nicola Strambelli",63,62,1,1
"Francesco Della Rocca",69,60,56,1
"Claiton Dos Santos",72,60,5,1
"Christian Amoroso",70,142,9,1
"Claudio Bellucci",69,55,25,1
"Roberto Colombo",65,319,3,1
"Andrea Costa",74,48,100,1
"Thomas Manfredini",72,53,122,1
"Claudio Terzi",72,54,92,1
"Olivier Kapo",66,52,42,4
"Andrea Rossi",68,47,19,1
"Andrea Masiello",73,57,120,1
"Antonio Chimenti",70,352,2,1
"Domenico Criscito",79,57,88,1
"Giorgio Chiellini",86,15,214,1
"Landry Bonnefoi",60,299,7,1
"Manuele Blasi",64,33,58,1
"Mauro Camoranesi",68,56,27,2
"Claudio Marchisio",84,17,205,1
"Paolo De Ceglie",71,27,78,2
"Greg Tansey",67,59,103,1
"Markus Steinhoefer",68,42,86,3
"Sebastian Proedl",76,54,148,2
"Gyorgy Garics",71,52,153,2
"Umit Korkmaz",65,60,14,1
"Alexei Jr Eremenko",69,52,55,1
"Andrea Esposito",64,49,60,1
"Karim Saidi",67,46,35,1
"Luca Anania",68,350,3,1
"Marco Bernacci",68,52,2,1
"Valerio Di Cesare",72,50,7,1
"Alex Valentini",64,312,10,1
"Asamoah Gyan",81,59,56,2
"Jorginho",64,48,5,1
"Simone Bentivoglio",70,55,56,1
"Matteo Centurioni",66,47,16,1
"Nicholas Sebastian Frey",72,53,164,1
"Giorgio Frezzolini",63,308,2,1
"Ferdinando Sforzini",66,34,10,1
"Giacomo Tedesco",67,63,24,1
"Emanuele Calaio",73,40,74,1
"Gennaro Iezzo",71,359,12,1
"Gianluca Grava",71,61,42,1
"Daniel Ciofani",72,55,31,1
"Jedaias Capucho Neves",72,53,82,1
"Reto Bolli",52,253,1,1
"Milaim Rama",60,56,7,1
"Germano Vailati",64,315,51,1
"Stephane Sarni",53,120,9,1
"Sebastian Meoli",78,52,39,1
"Gelson Fernandes",76,56,171,6
"Alberto Regazzoni",62,50,72,1
"Sanel Kuljic",62,46,19,1
"David Gonzalez",59,292,34,1
"Florian Berisha",48,46,1,1
"Moustapha Dabo",56,103,5,1
"Elyaniv Barda",71,46,50,1
"Diego Lugano",74,45,25,3
"Mehmet Aurelio",73,49,23,1
"Tuncay Sanli",74,56,52,2
"Umit Ozat",73,155,2,1
"Ibrahim Kas",69,57,5,1
"Cagdas Atan",71,45,64,2
"Daniel Lopar",63,314,133,1
"Marcos Gelabert",64,62,45,1
"Philipp Muntwiler",62,53,111,1
"Eldin Jakupovic",67,340,8,2
"Marco Haemmerli,24",58,57,24,1
"Joao Paulo Di Fabio",60,61,5,1
"Stefan Glarner",61,5,100,1
"Benjamin Luethi",62,50,126,1
